gene	P_normalized_baseline	B_normalized_baseline	P_normalized_TRP_12.5min	B_normalized_TRP_12.5min	B_by_P_baseline	pauseRelease_kelong30_baseline	pauseRelease_kelong45_baseline	pauseRelease_kelong60_baseline	B_by_P_TRP_12.5min	pauseRelease_kelong30_TRP_12.5min	pauseRelease_kelong45_TRP_12.5min	pauseRelease_kelong60_TRP_12.5min	pauseRelease_FC	initiationRate_FC_bound1	initiationRate_FC_bound2	initiationRate_baseline_kelong45_termination_point01	initiationRate_baseline_kelong45_termination_point1	initiationRate_baseline_kelong45_termination_1	initiationRate_TRP_12.5min_kelong45_termination_point01	initiationRate_TRP_12.5min_kelong45_termination_point1	initiationRate_TRP_12.5min_kelong45_termination_1
Clasp1	1.7179503583060325	0.0002476973398633563	0.394120420412351	0.00017151330921177883	0.00014418189598190473	0.004325456879457142	0.006488185319185713	0.008650913758914284	0.00043517996106959376	0.013055398832087813	0.01958309824813172	0.026110797664175626	3.0182704846953197	0.22941315999431408	0.6924309696115233	0.02832588387691136	0.1829414161244543	1.7290967385998834	0.011659303118653559	0.047130140955765155	0.4018385193268811
Ralb	0.15535060555947924	0.00015177990543852998	0.022450028970019947	0.00011036292069709147	0.0009770152159491766	0.0293104564784753	0.04396568471771295	0.0586209129569506	0.004915936671817729	0.1474781001545319	0.2212171502317978	0.2949562003090638	5.031586603328245	0.14451201454393095	0.7271247163992195	0.008383601800328641	0.022365156300681775	0.16218070130421308	0.005190831721069315	0.0072113343283711105	0.02741636040138906
Tmem185b	0.057319344269491576	0.0003508757443823562	0.018211966129067652	0.00014341716127486923	0.00612141937166422	0.1836425811499266	0.2754638717248899	0.3672851622998532	0.00787488622911311	0.23624658687339328	0.3543698803100899	0.47249317374678657	1.2864477584341976	0.3177280961806298	0.4087405971231363	0.016362601939900946	0.02152134292415519	0.07310875276669761	0.006635891918659792	0.008274968870275881	0.024665738386436768
Tmem177	0.7675918298865009	0.000250724852922848	0.2854640120595298	0.00012539630069461477	0.0003266382511652334	0.009799147534957002	0.014698721302435502	0.019598295069914003	0.0004392718360185627	0.013178155080556881	0.01976723262083532	0.026356310161113762	1.344826683499332	0.37189558427392283	0.500135105207146	0.018958536680393167	0.08804180137017825	0.778874448268029	0.008497473651852962	0.034189234737210646	0.2911068455907875
Dbi	1.6554696662129254	0.000427044271072083	0.17450292459734956	0.0001977384912662511	0.0002579595868095821	0.0077387876042874625	0.011608181406431195	0.015477575208574925	0.0011331528782254831	0.03399458634676449	0.05099187952014674	0.06798917269352898	4.392753501586053	0.10540991970970075	0.46303979390669264	0.03577168886037299	0.18476395881953628	1.674686658411169	0.010643261352954795	0.026348524566716255	0.18340115670433085
3110009E18Rik	1.2631770995089853	0.00018041152951257458	0.19928673907145378	9.062735087199555e-05	0.0001428236227388092	0.004284708682164276	0.0064270630232464146	0.008569417364328553	0.00045475856193071294	0.013642756857921387	0.020464135286882082	0.027285513715842775	3.1840570432970976	0.15776626978823424	0.5023368025139373	0.02075028982315571	0.13443622877896438	1.2712956183370512	0.0060710981799543375	0.02400690469638518	0.20336496986069358
Insig2	0.5879853790596963	0.00011375959360690974	0.199071908076425	8.585838180684545e-05	0.0001934735074345447	0.005804205223036341	0.008706307834554512	0.011608410446072682	0.00043129330821445615	0.012938799246433685	0.019408198869650527	0.02587759849286737	2.2292111924438536	0.33856608542678385	0.7547353070152885	0.0109990355029079	0.06391771961828056	0.5931045607720072	0.005854346262072295	0.023770817988950546	0.20293553525773303
Ccdc93	0.1562582356344556	0.00015427376778149	0.016307763872395964	0.00010146709066929206	0.0009873000751294287	0.02961900225388286	0.04442850338082429	0.05923800450776572	0.006222011274092869	0.18666033822278605	0.2799905073341791	0.3733206764455721	6.302046794919167	0.10436418794940006	0.6577079961708582	0.008504901906511606	0.02256814311361261	0.16320055518462265	0.004729096718842102	0.006196795467357739	0.020873782952514106
Ddx18	0.13401969659071833	0.00042846931569480364	0.05675492889206703	0.0003160333057815285	0.003197062272147225	0.09591186816441676	0.14386780224662513	0.1918237363288335	0.005568385194923613	0.1670515558477084	0.2505773337715626	0.3341031116954168	1.7417193413576364	0.42348199806324327	0.737586786743528	0.020621316172173346	0.032683088865337995	0.15330081579698449	0.014789048049089452	0.019896991649375483	0.0709764276522358
Slc35f5	0.20433246407911937	0.00010414386368959656	0.0851322381418407	8.068164731154946e-05	0.0005096784994932138	0.015290354984796414	0.02293553247719462	0.030580709969592827	0.0009477214398747979	0.028431643196243937	0.04264746479436591	0.056863286392487875	1.8594495173273766	0.4166358905595967	0.7747134056023038	0.006729798506823039	0.025119720273943782	0.20901893794515122	0.004481996510438133	0.012143897943203797	0.08876291227086043
Sulf1	0.4355597773251785	8.986334024845845e-05	0.11350985869974582	5.700749144631592e-05	0.0002063168936312699	0.006189506808938097	0.009284260213407145	0.012379013617876194	0.0005022250234414534	0.015066750703243603	0.022600126054865406	0.030133501406487205	2.434240912617807	0.2606068434436775	0.6343798404187835	0.008399448084432416	0.04759982804369848	0.43960362763635913	0.0037004357020816747	0.0139163229850588	0.11607519581483004
Ccnt2	1.4802018090079119	0.0005104351947485437	0.3852147188079313	0.0004229506153910659	0.000344841623380164	0.01034524870140492	0.015517873052107379	0.02069049740280984	0.0010979606820318562	0.032938820460955684	0.049408230691433526	0.06587764092191137	3.183956366025544	0.26024472910630814	0.8286078619626229	0.03777160185376359	0.17098976466447566	1.5031713927715964	0.02288492488067728	0.0575542495733911	0.40424749650052927
Rab3gap1	0.7528836509746245	0.0001415168672965591	0.2501142301984766	0.00011982892627356553	0.00018796645021227701	0.00563899350636831	0.008458490259552465	0.01127798701273662	0.0004790967958059644	0.014372903874178932	0.0215593558112684	0.028745807748357863	2.5488420687037703	0.3322083430483558	0.8467466003360229	0.013897095538091403	0.08165662412580761	0.7592519100029697	0.007893443984295215	0.030403724702158113	0.2555065318807871
Zranb3	1.4131156912502831	0.00013261023993836322	0.2640880556595594	8.941866765118895e-05	9.384245094683903e-05	0.002815273528405171	0.0042229102926077565	0.005630547056810342	0.000338594138337177	0.01015782415011531	0.015236736225172964	0.02031564830023062	3.608112692293041	0.18688353493966375	0.6742968543963908	0.020098617709729177	0.14727902992225467	1.4190831520475096	0.006664720600899097	0.030432645610259445	0.2681118957038629
R3hdm1	1.0831169090682398	0.00020376475876206186	0.18085994286296966	0.00016055396908586631	0.0001881281300809459	0.005643843902428377	0.008465765853642566	0.011287687804856754	0.000887725421916735	0.02663176265750205	0.03994764398625307	0.0532635253150041	4.7187277178313165	0.16698099840261557	0.7879378655135689	0.02000058323497518	0.11748110505111677	1.0922863232125326	0.00903352803749368	0.025310922895160952	0.18808487147183364
Ubxn4	0.48430645308066295	0.00016921262687547828	0.07518172418493907	0.00014539475973213674	0.0003493916420050164	0.010481749260150493	0.01572262389022574	0.020963498520300987	0.0019339109512104438	0.05801732853631331	0.08702599280446997	0.11603465707262663	5.535080748104093	0.15523585057913175	0.8592429679561158	0.012457632740203152	0.05604521351746282	0.4919210212900595	0.007294581429795543	0.014060936606440061	0.08172448837288522
Mcm6	0.6003740551014612	0.00044471971123599555	0.09741700181818784	0.0003856692699151886	0.0007407377241856985	0.022222131725570953	0.033333197588356435	0.044444263451141906	0.003958952366805276	0.11876857100415829	0.17815285650623744	0.23753714200831658	5.34460746029561	0.1622605124095922	0.8672187451356949	0.026016127556634412	0.08004979251576592	0.620386442107081	0.018329287164365368	0.027096817328002273	0.11477211896437133
Cxcr4	0.7372512524689803	0.00010437242636026709	0.15205282054713318	0.00010993600416688882	0.00014156968334843017	0.004247090500452905	0.006370635750679358	0.00849418100090581	0.0007230119360581738	0.02169035808174521	0.03253553712261782	0.04338071616349042	5.107109933125319	0.20624287858165527	1.0533050538407307	0.012069271710901823	0.07842188443311005	0.7419480116551923	0.006467648392981329	0.020152402242223314	0.15699994073464318
Pfkfb2	0.598189056343308	0.00013644131929938923	0.13003244990472237	0.00010712582672681113	0.0002280906309678188	0.006842718929034564	0.010264078393551847	0.013685437858069128	0.000823839178645827	0.02471517535937481	0.03707276303906221	0.04943035071874962	3.6118939877107974	0.21737684520610015	0.7851421202674538	0.012121749931905595	0.06595876500280332	0.6043289157117805	0.006120986701753725	0.017823907193178737	0.13485311210742887
Yod1	0.03906455908029113	0.0002249257286034541	0.024354231226691715	0.00016066725614005169	0.005757795144728352	0.17273385434185057	0.2591007815127758	0.34546770868370114	0.006597098247304305	0.19791294741912913	0.2968694211286937	0.39582589483825825	1.145768142401591	0.6234354565895747	0.7143124850039247	0.010512303377958348	0.014028113695184547	0.049186216867446564	0.0074735688385692434	0.009665449648971498	0.03158425775299404
AA986860	0.04980564965223106	0.00012121226699219017	0.0203309975495438	6.594677695440963e-05	0.002433705168762123	0.0730111550628637	0.10951673259429555	0.1460223101257274	0.003243656726321793	0.09730970178965379	0.14596455268448066	0.19461940357930757	1.3328059487056283	0.40820665309067133	0.5440602555404616	0.0059526085111708685	0.010435116979871664	0.055260201666879616	0.003170914938443871	0.0050007047179028135	0.02329860251249223
Mapkapk2	0.43577853263389416	0.00014880332626787532	0.04066199326786329	0.00012173975525581539	0.0003414654810288414	0.01024396443086524	0.015365946646297863	0.02048792886173048	0.002993944602121385	0.08981833806364155	0.13472750709546233	0.1796366761272831	8.767927560644134	0.09330884892860063	0.8181252281730573	0.011053935008393332	0.05027400294544381	0.44247468231594855	0.005884908919190325	0.009544488313298021	0.04614028225437498
Dyrk3	0.028172196333231918	0.000532829364985356	0.004023233677147883	0.000400233572891572	0.018913305824041507	0.5673991747212452	0.8510987620818679	1.1347983494424905	0.09948056837088871	2.9844170511266612	4.476625576689992	5.9688341022533224	5.259819160986375	0.14280866246846638	0.7511477392064753	0.02425904338767334	0.026794541057664212	0.05214951775757294	0.01805074311689222	0.018412834147835528	0.022033744457268623
Eif2d	0.47425485806002365	0.00035349979148758577	0.10334435809374962	0.0002702107375560296	0.0007453793787871865	0.022361381363615596	0.03354207204542339	0.04472276272723119	0.002614663659828492	0.07843990979485475	0.11765986469228214	0.1568798195897095	3.5078293473624593	0.21790890770521096	0.7643872615000366	0.020650039197541596	0.06333297642294372	0.490162348676965	0.013192926770958829	0.022493918999396297	0.11550384128377095
Srgap2	0.3029689244008483	0.00022487972480054365	0.03430490083765923	0.00015569118333207067	0.0007422534348869807	0.02226760304660942	0.03340140456991413	0.04453520609321884	0.004538453093592855	0.13615359280778566	0.2042303892116785	0.2723071856155713	6.114425181857061	0.11322910726075501	0.6923309047543545	0.013149276860032949	0.0404164800561093	0.31308851201687277	0.007349152258319773	0.010436593333709103	0.04131100408760241
Pm20d1	0.4935514956565189	7.495919557591648e-05	0.03663876142193976	5.3813903090437916e-05	0.00015187715210184148	0.0045563145630552445	0.006834471844582866	0.009112629126110489	0.0014687697127832892	0.044063091383498676	0.06609463707524801	0.08812618276699735	9.670774652124127	0.07423493139900858	0.7179092928757056	0.008308678757481432	0.052728313366568136	0.49692465945743514	0.002788013253289104	0.006085501781263682	0.03906038706100946
Slc41a1	0.2832855317731951	0.00032109662437914804	0.15269723295834992	0.00024379576136561215	0.0011334734335681689	0.03400420300704506	0.0510063045105676	0.06800840601409013	0.0015965958036195096	0.04789787410858529	0.07184681116287793	0.09579574821717057	1.4085868767064385	0.5390223496503973	0.7592598079690189	0.017282203414793612	0.04277790127438118	0.29773487987025676	0.012497781591036046	0.02624053255728754	0.16366804221980247
Rab29	0.05926924610212895	9.518425133314465e-05	0.004023233677147883	6.35214733069952e-05	0.0016059635914573516	0.04817890774372055	0.07226836161558083	0.0963578154874411	0.01578866116273572	0.4736598348820716	0.7104897523231074	0.9473196697641432	9.831269679288372	0.06788062851711166	0.6673527649513175	0.004875983771012798	0.010210215920204404	0.06355253741212046	0.002898698635586263	0.0032607896665295725	0.006881699975962667
Lemd1	0.04612443854561195	0.00010395019506360973	0.016307763872395964	5.771272241745314e-05	0.0022536901985444123	0.06761070595633237	0.10141605893449855	0.13522141191266474	0.0035389721649786124	0.10616916494935837	0.15925374742403756	0.21233832989871673	1.5703010854217334	0.3535601600064876	0.5551959030200693	0.005139003163318558	0.009290202632423633	0.050802197323474386	0.002760150147509351	0.004227848896024988	0.018904836381181355
Nuak2	0.3442857760700764	0.00022602515635774178	0.04892329070157565	0.00017480611220881158	0.0006565044857146127	0.01969513457143838	0.029542701857157568	0.03939026914287676	0.003573065296754081	0.10719195890262244	0.16078793835393365	0.21438391780524488	5.442560370116525	0.14210081886048567	0.7733922852911862	0.013613989796799144	0.04459970964310602	0.35445690810617475	0.008355507956412277	0.012758604119554085	0.056789565750972174
Mdm4	0.18412789036428515	0.0008227917851224994	0.11372468603232644	0.0006319161455809881	0.0044685885636046715	0.13405765690814014	0.20108648536221022	0.2681153138162803	0.00555654332957547	0.1666962998872641	0.25004444983089613	0.3333925997745282	1.2434672045736919	0.6176396514799006	0.7680146508595813	0.03886690923415532	0.05543841936694098	0.2211535206947976	0.029573473411467727	0.039808695154377106	0.1421609125834709
Ppp1r15b	0.5746898068060956	0.0010754651934197	0.23359163441544037	0.0006203393810480306	0.0018713837981514253	0.05614151394454276	0.08421227091681414	0.11228302788908552	0.002655657522155795	0.07966972566467384	0.11950458849701076	0.15933945132934768	1.419087588969769	0.40646559526373477	0.5768102815819753	0.05414283177194745	0.10586491438449606	0.6230857405099821	0.03025118849131578	0.05127443558870542	0.2615069065626017
Etnk2	0.33774718687868577	8.551948203515863e-05	0.07094366225959892	6.698737812067349e-05	0.00025320560868468783	0.007596168260540635	0.011394252390810952	0.01519233652108127	0.0009442334380138356	0.02832700314041507	0.0424905047106226	0.05665400628083014	3.7291173877181834	0.21004960223423244	0.7832996239749643	0.007225848560368996	0.037623095379450716	0.3415955635702679	0.003723868638026296	0.010108798241390198	0.07395809427502922
Sox13	0.029298418966863835	0.0001582815333344225	0.0061422650976240166	0.00012132400693864656	0.005402391627802068	0.16207174883406203	0.24310762325109303	0.32414349766812406	0.019752323452398326	0.5925697035719498	0.8888545553579247	1.1851394071438996	3.6562183590593276	0.20964493355668254	0.7665076549537156	0.00741565318971765	0.010052510896735395	0.036421087966912846	0.005521002963215335	0.0060738068220014966	0.011601845409863112
Snrpe	0.7715756153296578	0.0012523276069177876	0.34476785960271983	0.0009927415226124057	0.0016230782596501929	0.048692347789505784	0.07303852168425867	0.09738469557901157	0.0028794491567640723	0.08638347470292217	0.12957521205438324	0.17276694940584433	1.7740667399393628	0.4468361269496792	0.7927171110247487	0.06407049846459702	0.1335123038442662	0.8279303576409582	0.048121047113585454	0.07915015447783025	0.3894412281202781
Zbed6	0.4995688744611401	0.0007304750096822005	0.1234605273951018	0.000597849445137681	0.0014622108122130852	0.04386632436639255	0.06579948654958884	0.0877326487327851	0.004842433915938384	0.14527301747815152	0.21790952621722728	0.29054603495630305	3.311720769325501	0.24713414647434245	0.8184392856886104	0.037867064180310425	0.08282826288181304	0.5324402498968391	0.02813783030514666	0.039249277770705825	0.15036375242629743
Zc3h11a	0.5321624325501314	0.0007512799310744966	0.17259880199893532	0.0006033440720294897	0.001411749280148075	0.04235247840444225	0.06352871760666337	0.0847049568088845	0.0034956446107500296	0.1048693383225009	0.15730400748375134	0.2097386766450018	2.4761086546354605	0.3243348110309834	0.8030882325933746	0.039129221223853664	0.08702384015336549	0.5659700294484837	0.02887647126131639	0.04441036344122057	0.19974928524026236
Adora1	0.056041849460740395	4.242905827773094e-05	0.0061422650976240166	2.541833230568952e-05	0.0007570959682095114	0.022712879046285342	0.03406931856942801	0.045425758092570684	0.004138266893677705	0.12414800681033114	0.1862220102154967	0.24829601362066228	5.465974021053722	0.10960139889613965	0.5990783990374454	0.002469726117105296	0.007513492568571933	0.05795115708323829	0.0012052476047322686	0.0017580514635184303	0.007286090051380045
Ncoa2	0.3365536436326141	0.00015310253844877462	0.11774791879386173	0.00012898886940443301	0.00045491273485038586	0.013647382045511577	0.020471073068267363	0.027294764091023153	0.0010954662360550978	0.03286398708165293	0.0492959806224794	0.06572797416330586	2.4080799505764126	0.3498637468991325	0.8424998743413415	0.010255150666521	0.040544978593456266	0.34344325786280894	0.006981978311138103	0.01757929100258566	0.12355241791706122
Tmem183a	0.1851028415095069	0.0005472443375138247	0.06713525591503115	0.00045617476687291055	0.002956434018252055	0.08869302054756165	0.13303953082134246	0.1773860410951233	0.0067948615173264865	0.2038458455197946	0.3057687682796919	0.4076916910395892	2.298330175940758	0.3626916549067837	0.8335851750341527	0.026477023603217183	0.043136279339072804	0.209728836697629	0.021199217068431288	0.02724139010078409	0.08766312042431212
Adipor1	0.08293655258754272	0.0004815868791859197	0.032400698580987465	0.00038173930009412004	0.005806690345340629	0.17420071036021886	0.26130106554032834	0.3484014207204377	0.011781823133842009	0.35345469401526025	0.5301820410228903	0.7069093880305205	2.029008339198923	0.39066849983651397	0.7926696440306199	0.022500775089241816	0.02996506482212066	0.1046079621509091	0.01750227549004528	0.02041833836233415	0.04957896708522287
Rabif	0.4770955715458081	0.00030533824155605337	0.08322819153923489	0.00021318168259851453	0.000639993870759994	0.01919981612279982	0.02879972418419973	0.03839963224559964	0.002561411928529263	0.0768423578558779	0.11526353678381683	0.1536847157117558	4.002244467572137	0.17444762957990226	0.6981820603672373	0.018511176585480484	0.06144977802460322	0.49083579241583053	0.010425457632325504	0.01791599487085664	0.09282136725616805
Kdm5b	6.626015092683572	0.0008548003511498985	1.1139375000482312	0.0007332857987778967	0.0001290067014929934	0.003870201044789802	0.0058053015671847025	0.007740402089579604	0.0006582827122223167	0.0197484813666695	0.029622722050004248	0.039496962733339	5.102701678316063	0.16811575048753483	0.8578445221641083	0.10472616672858115	0.7010675250701027	6.664481108485317	0.04413723594548766	0.14439161094982847	1.1469353609932367
Ube2t	1.400827813119197	0.0005886086212154296	0.2378295434335509	0.00032962987137254135	0.00042018627536012854	0.012605588260803857	0.018908382391205784	0.025211176521607714	0.0013859921127277414	0.04157976338183224	0.062369645072748364	0.08315952676366448	3.298518285824188	0.1697778564975665	0.560015364185258	0.0404956660858863	0.16657016926661403	1.4273152010738912	0.01721163964609987	0.03861629855511945	0.25266288764531525
Arl8a	0.08631522025953506	0.0004848602886009149	0.0427810256039516	0.000285454077617056	0.005617320875078847	0.1685196262523654	0.25277943937854813	0.3370392525047308	0.006672445870271263	0.2001733761081379	0.30026006416220685	0.4003467522162758	1.187834204001673	0.4956371017222269	0.5887347021979176	0.02268186518963652	0.030450235012994677	0.10813393324657623	0.013273243748807036	0.017123536053162677	0.055626459096719115
Rnpep	0.04898196999541957	0.00017431520341271376	0.012284530195248049	0.0001297747080464557	0.0035587626105894558	0.10676287831768368	0.16014431747652552	0.21352575663536735	0.010564075791572043	0.3169222737471613	0.47538341062074196	0.6338445474943226	2.9684688043359717	0.25079698093802283	0.7444830141361641	0.008334003853526315	0.012742381153114078	0.05682615414899169	0.005962707164042987	0.007068314881615311	0.018124392057338554
Timm17a	0.3554134703682663	0.00043459949458608436	0.08534722295971081	0.00028476686657174735	0.001222799727134057	0.03668399181402171	0.055025987721032565	0.07336798362804342	0.0033365686275015063	0.10009705882504519	0.1501455882375678	0.20019411765009038	2.7286304972618907	0.24013502603398	0.6552397554970959	0.02311111196005646	0.055098324293200426	0.3749704476246401	0.013667981225325738	0.02134923129169971	0.09816173195543944
Shisa4	0.04514948740039033	0.00016383610840955626	0.048923291617187815	8.982885588784548e-05	0.0036287479181466823	0.10886243754440046	0.1632936563166007	0.21772487508880092	0.0018361163551858528	0.055083490655575586	0.08262523598336338	0.11016698131115117	0.5059917074988268	1.0835846525417	0.5482848485590979	0.007824119752433936	0.011887573618469064	0.05252211227882036	0.004531531431124925	0.008934627676671828	0.05296559013214086
Ipo9	1.574197364609812	0.00028672736759110927	0.47077692383867625	0.00023440200645746576	0.00018214194359433378	0.005464258307830013	0.00819638746174502	0.010928516615660026	0.0004979046223127742	0.014937138669383225	0.022405708004074838	0.02987427733876645	2.7336077154293825	0.299058386465642	0.8175083126063409	0.028644705187698037	0.1703224680025811	1.587100096151412	0.015255859528972722	0.05762578267445359	0.4813250141292622
Nav1	0.07159037537525258	0.00012334423823258072	0.018211966129067652	8.824454509577035e-05	0.0017229164896265996	0.051687494688797984	0.07753124203319699	0.10337498937759597	0.004845415616874308	0.14536246850622925	0.21804370275934387	0.2907249370124585	2.8123334160696523	0.25439126465822637	0.7154330543545487	0.006266394474218658	0.01270952825799139	0.07714086609571871	0.004153124190600342	0.005792201142216431	0.022182970658377318
Tmem9	0.17631165185459227	0.00023940956880000235	0.03854296367861145	0.00018398501533520512	0.0013578771810126775	0.040736315430380324	0.061104473145570486	0.08147263086076065	0.004773504623810323	0.1432051387143097	0.21480770807146454	0.2864102774286194	3.515417071999354	0.21860701362153082	0.7684948277439247	0.012536547114546027	0.028404595781459333	0.18708508245059238	0.008664755326870345	0.012133622057945374	0.04682228936869568
Ddx59	0.07797784712997839	0.00014953878167325488	0.0203309975495438	9.621692490668584e-05	0.001917708518215362	0.05753125554646086	0.08629688331969129	0.11506251109292172	0.004732523560254171	0.14197570680762514	0.2129635602114377	0.2839514136152503	2.467801292689831	0.2607278643594098	0.6434245607064105	0.007509023646596254	0.01452702988829431	0.08470709230527486	0.004533071596296301	0.006362861375755242	0.024660759170344663
Zfp281	1.1374274673383384	0.0004445400704292719	0.49915446290710036	0.0003579571193328522	0.00039082937874669707	0.011724881362400913	0.017587322043601368	0.023449762724801825	0.0007171269535447848	0.021513808606343544	0.03227071290951532	0.04302761721268709	1.8348849716580966	0.4388450931953995	0.8052302663901354	0.03137857784270062	0.1337470499031511	1.1574317705076558	0.021099614999049353	0.0660235166606884	0.5152625332770787
Lactb2	0.8463259950872073	0.00039772075585096115	0.25751628788839237	0.0002935622614724888	0.00046993801225493387	0.014098140367648017	0.021147210551472024	0.028196280735296033	0.0011399755094315385	0.03419926528294615	0.05129889792441923	0.0683985305658923	2.425799743165105	0.3042755266684882	0.7381114944438458	0.026360693964165325	0.10253003352201398	0.8642234291005005	0.015785464645145922	0.038961930555101235	0.27072658965465435
2310009B15Rik	0.23679107123742127	0.0003111230513567764	0.07306269276446292	0.0001383772035778012	0.0013139137794804152	0.03941741338441246	0.05912612007661869	0.07883482676882492	0.001893951596116188	0.056818547883485636	0.08522782182522845	0.11363709576697127	1.441458051277267	0.3085534111681339	0.4447667987773716	0.01636844802342915	0.03767964443479707	0.2507916085484762	0.0069576010886456836	0.013533243437447346	0.07928966692546398
Cdc73	1.5760457463426827	0.0003335696906629376	0.387978159892788	0.0003011503271224676	0.00021164975156146826	0.0063494925468440475	0.009524238820266071	0.012698985093688095	0.0007762043286294414	0.02328612985888324	0.03492919478832487	0.04657225971776648	3.6674001405761762	0.24617188986621533	0.9028108235012611	0.03077109354325902	0.17261521071410046	1.5910563824225148	0.017431546319438922	0.052349580709789845	0.40152992461329906
